Kind,Name,CountInput,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountOutput,CountPath,CountPathLog,CountSemicolon,CountStmt,CountStmtDecl,CountStmtExe,Cyclomatic,CyclomaticModified,CyclomaticStrict,Essential,Knots,MaxEssentialKnots,MaxNesting,MinEssentialKnots,RatioCommentToCode
Public Method,org.apache.commons.math3.ExtendedFieldElementAbstractTest.testLinearCombinationDF3(),0,10,0,10,5,7,0,6,2,0,7,9,6,3,2,2,2,1,0,0,1,0,0.00
Public Method,org.apache.commons.math3.ExtendedFieldElementAbstractTest.testLinearCombinationDF4(),0,10,0,10,5,7,0,6,2,0,7,9,6,3,2,2,2,1,0,0,1,0,0.00
Public Method,org.apache.commons.math3.ExtendedFieldElementAbstractTest.testLinearCombinationDaFa(),0,10,0,10,5,7,0,6,2,0,7,9,6,3,2,2,2,1,0,0,1,0,0.00
Public Method,org.apache.commons.math3.ExtendedFieldElementAbstractTest.testLinearCombinationFF2(),0,11,0,11,6,8,0,6,2,0,8,10,7,3,2,2,2,1,0,0,1,0,0.00
Public Method,org.apache.commons.math3.ExtendedFieldElementAbstractTest.testLinearCombinationFF3(),0,11,0,11,6,8,0,6,2,0,8,10,7,3,2,2,2,1,0,0,1,0,0.00
Public Method,org.apache.commons.math3.ExtendedFieldElementAbstractTest.testLinearCombinationFF4(),0,11,0,11,6,8,0,6,2,0,8,10,7,3,2,2,2,1,0,0,1,0,0.00
Public Method,org.apache.commons.math3.ExtendedFieldElementAbstractTest.testLinearCombinationFaFa(),0,11,0,11,6,8,0,6,2,0,8,10,7,3,2,2,2,1,0,0,1,0,0.00
Public Method,org.apache.commons.math3.ExtendedFieldElementAbstractTest.testLog(),0,5,0,5,1,2,0,4,2,0,3,5,2,3,2,2,2,1,0,0,1,0,0.00
Public Method,org.apache.commons.math3.ExtendedFieldElementAbstractTest.testLog1p(),0,5,0,5,1,2,0,4,2,0,3,5,2,3,2,2,2,1,0,0,1,0,0.00
Public Method,org.apache.commons.math3.ExtendedFieldElementAbstractTest.testMultiplyDouble(),0,7,0,7,1,3,0,3,3,0,5,8,3,5,3,3,3,1,0,0,2,0,0.00
Public Method,org.apache.commons.math3.ExtendedFieldElementAbstractTest.testMultiplyField(),0,7,0,7,1,3,0,3,3,0,5,8,3,5,3,3,3,1,0,0,2,0,0.00
Public Method,org.apache.commons.math3.ExtendedFieldElementAbstractTest.testMultiplyInt(),0,7,0,7,1,3,0,3,3,0,5,8,3,5,3,3,3,1,0,0,2,0,0.00
Public Method,org.apache.commons.math3.ExtendedFieldElementAbstractTest.testPowDouble(),0,7,0,7,1,3,0,4,3,0,5,8,3,5,3,3,3,1,0,0,2,0,0.00
Public Method,org.apache.commons.math3.ExtendedFieldElementAbstractTest.testPowField(),0,7,0,7,1,3,0,4,3,0,5,8,3,5,3,3,3,1,0,0,2,0,0.00
Public Method,org.apache.commons.math3.ExtendedFieldElementAbstractTest.testPowInt(),0,7,0,7,1,3,0,4,3,0,5,8,3,5,3,3,3,1,0,0,2,0,0.00
Public Method,org.apache.commons.math3.ExtendedFieldElementAbstractTest.testRemainderDouble(),0,7,0,7,1,3,0,4,3,0,5,8,3,5,3,3,3,1,0,0,2,0,0.00
Public Method,org.apache.commons.math3.ExtendedFieldElementAbstractTest.testRemainderField(),0,7,0,7,1,3,0,4,3,0,5,8,3,5,3,3,3,1,0,0,2,0,0.00
Public Method,org.apache.commons.math3.ExtendedFieldElementAbstractTest.testRint(),0,5,0,5,1,2,0,4,2,0,3,5,2,3,2,2,2,1,0,0,1,0,0.00
Public Method,org.apache.commons.math3.ExtendedFieldElementAbstractTest.testRootN(),0,13,0,13,1,7,0,4,5,1,6,11,3,8,5,5,5,1,1,0,4,0,0.00
Public Method,org.apache.commons.math3.ExtendedFieldElementAbstractTest.testRound(),0,5,0,5,1,2,0,4,2,0,3,5,2,3,2,2,2,1,0,0,1,0,0.00
Public Method,org.apache.commons.math3.ExtendedFieldElementAbstractTest.testScalb(),0,7,0,7,1,3,0,4,3,0,5,8,3,5,3,3,3,1,0,0,2,0,0.00
Public Method,org.apache.commons.math3.ExtendedFieldElementAbstractTest.testSignum(),0,5,0,5,1,2,0,4,2,0,3,5,2,3,2,2,2,1,0,0,1,0,0.00
Public Method,org.apache.commons.math3.ExtendedFieldElementAbstractTest.testSin(),0,5,0,5,1,2,0,4,2,0,3,5,2,3,2,2,2,1,0,0,1,0,0.00
Public Method,org.apache.commons.math3.ExtendedFieldElementAbstractTest.testSinh(),0,5,0,5,1,2,0,4,2,0,3,5,2,3,2,2,2,1,0,0,1,0,0.00
Public Method,org.apache.commons.math3.ExtendedFieldElementAbstractTest.testSqrt(),0,5,0,5,1,2,0,4,2,0,3,5,2,3,2,2,2,1,0,0,1,0,0.00
Public Method,org.apache.commons.math3.ExtendedFieldElementAbstractTest.testSubtractDouble(),0,7,0,7,1,3,0,3,3,0,5,8,3,5,3,3,3,1,0,0,2,0,0.00
Public Method,org.apache.commons.math3.ExtendedFieldElementAbstractTest.testSubtractField(),0,7,0,7,1,3,0,3,3,0,5,8,3,5,3,3,3,1,0,0,2,0,0.00
Public Method,org.apache.commons.math3.ExtendedFieldElementAbstractTest.testTan(),0,5,0,5,1,2,0,4,2,0,3,5,2,3,2,2,2,1,0,0,1,0,0.00
Public Method,org.apache.commons.math3.ExtendedFieldElementAbstractTest.testTanh(),0,5,0,5,1,2,0,4,2,0,3,5,2,3,2,2,2,1,0,0,1,0,0.00
Private Method,org.apache.commons.math3.ExtendedFieldElementAbstractTest.toFieldArray(double[]),10,7,0,7,2,4,0,4,2,0,5,7,3,4,2,2,2,1,0,0,1,0,0.00
Abstract Method,org.apache.commons.math3.Field.getOne(),76,9,0,1,1,0,8,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,8.00
Abstract Method,org.apache.commons.math3.Field.getRuntimeClass(),6,7,0,1,1,0,6,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,6.00
Abstract Method,org.apache.commons.math3.Field.getZero(),145,9,0,1,1,0,8,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,8.00
Abstract Method,org.apache.commons.math3.FieldElement.add(T),91,6,0,1,1,0,5,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,5.00
Abstract Method,org.apache.commons.math3.FieldElement.divide(T),30,7,0,1,1,0,6,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,6.00
Abstract Method,org.apache.commons.math3.FieldElement.getField(),53,4,0,1,1,0,3,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,3.00
Abstract Method,org.apache.commons.math3.FieldElement.multiply(T),116,6,0,1,1,0,5,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,5.00
Abstract Method,org.apache.commons.math3.FieldElement.multiply(int),34,9,0,1,1,0,8,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,8.00
Abstract Method,org.apache.commons.math3.FieldElement.negate(),36,5,0,1,1,0,4,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,4.00
Abstract Method,org.apache.commons.math3.FieldElement.reciprocal(),1,6,0,1,1,0,5,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,5.00
Abstract Method,org.apache.commons.math3.FieldElement.subtract(T),110,6,0,1,1,0,5,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,5.00
Public Constructor,org.apache.commons.math3.PerfTestUtils.RunTest.RunTest(String),1,6,0,3,1,1,3,2,1,0,1,2,1,1,1,1,1,1,0,0,0,0,1.00
Public Abstract Method,org.apache.commons.math3.PerfTestUtils.RunTest.call(),0,2,0,1,1,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1.00
Public Method,org.apache.commons.math3.PerfTestUtils.RunTest.getName(),2,6,0,3,1,1,3,1,1,0,1,2,1,1,1,1,1,1,0,0,0,0,1.00
Public Static Method,"org.apache.commons.math3.PerfTestUtils.time(int,int,boolean,Callable<Double>...)",6,35,2,19,9,12,14,5,3,0,11,14,7,7,3,3,3,1,0,0,2,0,0.74
Public Static Method,"org.apache.commons.math3.PerfTestUtils.timeAndReport(String,RunTest...)",4,20,0,8,2,5,12,2,1,0,1,2,1,1,1,1,1,1,0,0,0,0,1.50
Public Static Method,"org.apache.commons.math3.PerfTestUtils.timeAndReport(String,int,int,boolean,RunTest...)",9,71,4,45,16,36,22,11,6,1,17,22,13,9,4,4,4,1,0,0,2,0,0.49
Public Static Method,"org.apache.commons.math3.PerfTestUtils.timesAndResults(int,int,boolean,Callable<Double>...)",10,67,6,34,11,22,27,8,21,1,24,32,13,19,8,8,8,1,1,0,4,0,0.79
Abstract Method,org.apache.commons.math3.RealFieldElement.abs(),23,4,0,1,1,0,3,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,3.00
Abstract Method,org.apache.commons.math3.RealFieldElement.acos(),3,4,0,1,1,0,3,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,3.00
Abstract Method,org.apache.commons.math3.RealFieldElement.acosh(),1,4,0,1,1,0,3,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,3.00
Abstract Method,org.apache.commons.math3.RealFieldElement.add(double),61,5,0,1,1,0,4,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,4.00
Abstract Method,org.apache.commons.math3.RealFieldElement.asin(),2,4,0,1,1,0,3,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,3.00
Abstract Method,org.apache.commons.math3.RealFieldElement.asinh(),1,4,0,1,1,0,3,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,3.00
Abstract Method,org.apache.commons.math3.RealFieldElement.atan(),1,4,0,1,1,0,3,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,3.00
Abstract Method,org.apache.commons.math3.RealFieldElement.atan2(T),3,7,0,2,2,0,5,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,2.50
Abstract Method,org.apache.commons.math3.RealFieldElement.atanh(),1,4,0,1,1,0,3,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,3.00
Abstract Method,org.apache.commons.math3.RealFieldElement.cbrt(),1,4,0,1,1,0,3,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,3.00
Abstract Method,org.apache.commons.math3.RealFieldElement.ceil(),1,4,0,1,1,0,3,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,3.00
Abstract Method,org.apache.commons.math3.RealFieldElement.copySign(T),1,8,0,1,1,0,7,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,7.00
Abstract Method,org.apache.commons.math3.RealFieldElement.copySign(double),1,8,0,1,1,0,7,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,7.00
Abstract Method,org.apache.commons.math3.RealFieldElement.cos(),6,4,0,1,1,0,3,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,3.00
Abstract Method,org.apache.commons.math3.RealFieldElement.cosh(),1,4,0,1,1,0,3,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,3.00
Abstract Method,org.apache.commons.math3.RealFieldElement.divide(double),21,5,0,1,1,0,4,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,4.00
Abstract Method,org.apache.commons.math3.RealFieldElement.exp(),2,4,0,1,1,0,3,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,3.00
Abstract Method,org.apache.commons.math3.RealFieldElement.expm1(),1,4,0,1,1,0,3,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,3.00
Abstract Method,org.apache.commons.math3.RealFieldElement.floor(),1,4,0,1,1,0,3,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,3.00
Abstract Method,org.apache.commons.math3.RealFieldElement.getReal(),107,4,0,1,1,0,3,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,3.00
Abstract Method,org.apache.commons.math3.RealFieldElement.hypot(T),1,16,0,2,2,0,14,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,7.00
Abstract Method,"org.apache.commons.math3.RealFieldElement.linearCombination(T,T,T,T)",3,13,0,1,1,0,12,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,12.00
Abstract Method,"org.apache.commons.math3.RealFieldElement.linearCombination(T,T,T,T,T,T)",3,15,0,1,1,0,14,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,14.00
Abstract Method,"org.apache.commons.math3.RealFieldElement.linearCombination(T,T,T,T,T,T,T,T)",2,18,0,1,1,0,17,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,17.00
Abstract Method,"org.apache.commons.math3.RealFieldElement.linearCombination(T[],T[])",1,10,0,2,2,0,8,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,4.00
Abstract Method,"org.apache.commons.math3.RealFieldElement.linearCombination(double,T,double,T)",5,13,0,1,1,0,12,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,12.00
Abstract Method,"org.apache.commons.math3.RealFieldElement.linearCombination(double,T,double,T,double,T)",4,15,0,1,1,0,14,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,14.00
Abstract Method,"org.apache.commons.math3.RealFieldElement.linearCombination(double,T,double,T,double,T,double,T)",3,18,0,1,1,0,17,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,17.00
Abstract Method,"org.apache.commons.math3.RealFieldElement.linearCombination(double[],T[])",3,10,0,2,2,0,8,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,4.00
Abstract Method,org.apache.commons.math3.RealFieldElement.log(),1,4,0,1,1,0,3,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,3.00
Abstract Method,org.apache.commons.math3.RealFieldElement.log1p(),1,4,0,1,1,0,3,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,3.00
Abstract Method,org.apache.commons.math3.RealFieldElement.multiply(double),42,5,0,1,1,0,4,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,4.00
Abstract Method,org.apache.commons.math3.RealFieldElement.pow(T),2,7,0,2,2,0,5,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,2.50
Abstract Method,org.apache.commons.math3.RealFieldElement.pow(double),2,5,0,1,1,0,4,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,4.00
Abstract Method,org.apache.commons.math3.RealFieldElement.pow(int),2,5,0,1,1,0,4,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,4.00
Abstract Method,org.apache.commons.math3.RealFieldElement.reciprocal(),4,2,0,1,1,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1.00
Abstract Method,org.apache.commons.math3.RealFieldElement.remainder(T),1,8,0,2,2,0,6,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,3.00
Abstract Method,org.apache.commons.math3.RealFieldElement.remainder(double),1,6,0,1,1,0,5,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,5.00
Abstract Method,org.apache.commons.math3.RealFieldElement.rint(),1,4,0,1,1,0,3,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,3.00
Abstract Method,org.apache.commons.math3.RealFieldElement.rootN(int),1,5,0,1,1,0,4,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,4.00
Abstract Method,org.apache.commons.math3.RealFieldElement.round(),1,4,0,1,1,0,3,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,3.00
Abstract Method,org.apache.commons.math3.RealFieldElement.scalb(int),1,6,0,1,1,0,5,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,5.00
Abstract Method,org.apache.commons.math3.RealFieldElement.signum(),1,5,0,1,1,0,4,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,4.00
Abstract Method,org.apache.commons.math3.RealFieldElement.sin(),6,4,0,1,1,0,3,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,3.00
Abstract Method,org.apache.commons.math3.RealFieldElement.sinh(),1,4,0,1,1,0,3,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,3.00
Abstract Method,org.apache.commons.math3.RealFieldElement.sqrt(),15,4,0,1,1,0,3,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,3.00
Abstract Method,org.apache.commons.math3.RealFieldElement.subtract(double),24,5,0,1,1,0,4,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,4.00
Abstract Method,org.apache.commons.math3.RealFieldElement.tan(),1,4,0,1,1,0,3,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,3.00
Abstract Method,org.apache.commons.math3.RealFieldElement.tanh(),1,4,0,1,1,0,3,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,3.00
Abstract Method,org.apache.commons.math3.Retry.value(),1,1,0,1,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0.00
Public Constructor,org.apache.commons.math3.RetryRunner.RetryRunner(Class<?>),1,10,0,4,2,1,6,1,1,0,1,2,1,1,1,1,1,1,0,0,0,0,1.50
Public Method,"org.apache.commons.math3.RetryRunner.methodInvoker(FrameworkMethod,Object)",2,39,3,25,6,18,11,2,1,0,12,17,7,10,1,1,1,1,0,0,0,0,0.44
Public Method,org.apache.commons.math3.RetryRunner.methodInvoker.(Anon_1).evaluate(),2,32,3,18,3,14,11,3,4,1,10,14,5,9,4,4,4,4,5,5,3,5,0.61
Public Method,org.apache.commons.math3.RetryRunnerTest.testRetryFailAlways(),0,6,0,3,1,1,3,1,1,0,1,2,1,1,1,1,1,1,0,0,0,0,1.00
Public Method,org.apache.commons.math3.RetryRunnerTest.testRetryFailSometimes(),1,10,0,5,1,2,5,2,2,0,1,3,1,2,2,2,2,1,0,0,1,0,1.00
Private Constructor,org.apache.commons.math3.TestUtils.TestUtils(),0,6,0,3,1,1,3,1,1,0,1,2,1,1,1,1,1,1,0,0,0,0,1.00
Public Static Method,"org.apache.commons.math3.TestUtils.assertChiSquareAccept(String[],double[],long[],double)",8,37,1,26,4,22,10,12,3,0,22,25,5,20,3,3,3,1,0,0,2,0,0.38
Public Static Method,"org.apache.commons.math3.TestUtils.assertChiSquareAccept(double[],long[],double)",25,15,0,7,2,4,8,2,2,0,5,7,3,4,2,2,2,1,0,0,1,0,1.14
Public Static Method,"org.apache.commons.math3.TestUtils.assertChiSquareAccept(int[],double[],long[],double)",10,16,0,7,2,4,9,2,2,0,5,7,3,4,2,2,2,1,0,0,1,0,1.29
Public Static Method,"org.apache.commons.math3.TestUtils.assertContains(Complex[],Complex,double)",5,11,0,4,2,1,7,1,1,0,1,2,1,1,1,1,1,1,0,0,0,0,1.75
Public Static Method,"org.apache.commons.math3.TestUtils.assertContains(String,Complex[],Complex,double)",5,18,0,10,2,5,8,6,3,0,2,6,2,4,3,3,4,3,3,3,2,3,0.80
Public Static Method,"org.apache.commons.math3.TestUtils.assertContains(String,double[],double,double)",5,17,0,9,2,4,8,2,3,0,2,6,2,4,3,3,3,3,3,3,2,3,0.89
Public Static Method,"org.apache.commons.math3.TestUtils.assertContains(double[],double,double)",3,11,0,4,2,1,7,1,1,0,1,2,1,1,1,1,1,1,0,0,0,0,1.75
Public Static Method,"org.apache.commons.math3.TestUtils.assertEquals(Complex,Complex,double)",28,8,0,4,1,2,4,3,1,0,2,3,1,2,1,1,1,1,0,0,0,0,1.00
Public Static Method,"org.apache.commons.math3.TestUtils.assertEquals(FieldMatrix<? extends FieldElement>,FieldMatrix<? extends FieldElement>)",19,25,3,21,5,15,1,9,6,1,13,17,6,11,4,4,5,1,0,0,2,0,0.05
Public Static Method,"org.apache.commons.math3.TestUtils.assertEquals(String,RealMatrix,RealMatrix,double)",30,25,3,21,4,17,1,10,4,1,12,15,4,11,3,3,4,1,0,0,1,0,0.05
Public Static Method,"org.apache.commons.math3.TestUtils.assertEquals(String,RealVector,RealVector,double)",5,22,0,11,4,7,11,4,2,0,6,8,4,4,3,3,3,1,0,0,1,0,1.00
Public Static Method,"org.apache.commons.math3.TestUtils.assertEquals(String,double,double,double)",15,13,0,8,1,5,5,3,2,0,2,4,1,3,2,2,2,1,1,0,1,0,0.63
Public Static Method,"org.apache.commons.math3.TestUtils.assertEquals(String,double[],RealVector,double)",16,21,0,10,3,6,11,4,2,0,5,7,3,4,3,3,3,1,0,0,1,0,1.10
Public Static Method,"org.apache.commons.math3.TestUtils.assertEquals(String,double[],double[],double)",13,28,0,27,3,21,1,7,12,1,19,24,4,20,5,5,5,1,0,0,2,0,0.04
