Kind,Name,CountInput,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountOutput,CountPath,CountPathLog,CountSemicolon,CountStmt,CountStmtDecl,CountStmtExe,Cyclomatic,CyclomaticModified,CyclomaticStrict,Essential,Knots,MaxEssentialKnots,MaxNesting,MinEssentialKnots,RatioCommentToCode
Public Method,org.apache.commons.text.AlphabetConverterTest.onlyOneEncodingLettersTest(),1,9,1,8,2,6,0,3,1,0,4,5,2,3,1,1,1,1,0,0,0,0,0.00
Lambda Method,org.apache.commons.text.AlphabetConverterTest.onlyOneEncodingLettersTest.(lambda_expr_1)(),3,6,1,5,1,4,0,3,1,0,3,3,1,2,1,1,1,1,0,0,0,0,0.00
Private Method,"org.apache.commons.text.AlphabetConverterTest.test(Character[],Character[],Character[],String...)",8,37,8,26,10,20,5,16,5,1,18,23,10,13,4,4,4,1,0,0,2,0,0.19
Public Method,org.apache.commons.text.AlphabetConverterTest.testCreateConverterFromCharsAndEquals(),0,11,1,10,6,8,0,4,1,0,7,8,5,3,1,1,1,1,0,0,0,0,0.00
Public Method,org.apache.commons.text.AlphabetConverterTest.testCreateConverterFromCharsOne(),0,9,1,8,4,6,0,4,1,0,5,6,3,3,1,1,1,1,0,0,0,0,0.00
Public Method,org.apache.commons.text.AlphabetConverterTest.testCreateConverterFromCharsWithNullAndNull(),1,9,1,8,2,6,0,2,1,0,5,6,2,4,1,1,1,1,0,0,0,0,0.00
Lambda Method,org.apache.commons.text.AlphabetConverterTest.testCreateConverterFromCharsWithNullAndNull.(lambda_expr_1)(),0,7,1,6,1,5,0,2,1,0,4,4,1,3,1,1,1,1,0,0,0,0,0.00
Public Method,org.apache.commons.text.AlphabetConverterTest.testCreateConverterFromMapAndEquals(),0,9,1,8,4,6,0,8,1,0,6,7,4,3,1,1,1,1,0,0,0,0,0.00
Public Method,org.apache.commons.text.AlphabetConverterTest.testDecodeReturningNull(),0,7,1,6,3,4,0,6,1,0,4,5,3,2,1,1,1,1,0,0,0,0,0.00
Public Method,org.apache.commons.text.AlphabetConverterTest.testEquals(),0,13,1,12,7,10,0,8,1,0,9,10,6,4,1,1,1,1,0,0,0,0,0.00
Public Method,org.apache.commons.text.AlphabetConverterTest.testEqualsWithNull(),0,7,1,6,4,4,0,4,1,0,3,4,3,1,1,1,1,1,0,0,0,0,0.00
Public Method,org.apache.commons.text.AlphabetConverterTest.testEqualsWithSameObject(),0,10,1,9,5,7,0,4,1,0,6,7,4,3,1,1,1,1,0,0,0,0,0.00
Public Method,org.apache.commons.text.AlphabetConverterTest.unexpectedEndWhileDecodingTest(),1,8,0,8,3,6,0,3,1,0,4,5,3,2,1,1,1,1,0,0,0,0,0.00
Lambda Method,org.apache.commons.text.AlphabetConverterTest.unexpectedEndWhileDecodingTest.(lambda_expr_1)(),0,4,0,4,1,3,0,3,1,0,2,2,1,1,1,1,1,1,0,0,0,0,0.00
Public Method,org.apache.commons.text.AlphabetConverterTest.unexpectedStringWhileDecodingTest(),1,8,0,8,3,6,0,3,1,0,4,5,3,2,1,1,1,1,0,0,0,0,0.00
Lambda Method,org.apache.commons.text.AlphabetConverterTest.unexpectedStringWhileDecodingTest.(lambda_expr_1)(),0,4,0,4,1,3,0,3,1,0,2,2,1,1,1,1,1,1,0,0,0,0,0.00
Public Method,org.apache.commons.text.AlphabetConverterTest.unicodeTest(),3,13,3,10,6,8,0,7,1,0,6,7,5,2,1,1,1,1,0,0,0,0,0.00
Abstract Method,org.apache.commons.text.Builder.build(),0,7,0,1,1,0,6,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,6.00
Public Constructor,org.apache.commons.text.CaseUtils.CaseUtils(),1,11,0,3,1,1,8,1,1,0,1,2,1,1,1,1,1,1,0,0,0,0,2.67
Private Static Method,org.apache.commons.text.CaseUtils.generateDelimiterSet(char[]),3,19,1,11,2,7,7,5,3,0,7,10,3,7,3,3,3,1,1,0,1,0,0.64
Public Static Method,"org.apache.commons.text.CaseUtils.toCamelCase(String,boolean,char...)",4,63,1,33,8,26,29,10,17,1,21,27,9,18,7,7,9,3,4,2,2,2,0.88
Public Method,org.apache.commons.text.CaseUtilsTest.testConstructor(),1,8,0,8,2,6,0,11,1,0,6,7,2,5,1,1,1,1,0,0,0,0,0.00
Public Method,org.apache.commons.text.CaseUtilsTest.testToCamelCase(),0,34,5,29,2,27,0,4,1,0,26,27,2,25,1,1,1,1,0,0,0,0,0.00
Abstract Method,org.apache.commons.text.CharacterPredicate.test(int),10,10,0,1,1,0,9,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,9.00
Public Method,org.apache.commons.text.CharacterPredicates.(Anon_1).test(int),1,3,0,3,1,1,0,2,1,0,1,2,1,1,1,1,1,1,0,0,0,0,0.00
Public Method,org.apache.commons.text.CharacterPredicates.(Anon_2).test(int),1,3,0,3,1,1,0,2,1,0,1,2,1,1,1,1,1,1,0,0,0,0,0.00
Public Method,org.apache.commons.text.CharacterPredicates.(Anon_3).test(int),1,3,0,3,1,1,0,1,1,0,1,2,1,1,1,1,2,1,0,0,0,0,0.00
Public Method,org.apache.commons.text.CharacterPredicates.(Anon_4).test(int),1,3,0,3,1,1,0,1,1,0,1,2,1,1,1,1,2,1,0,0,0,0,0.00
Public Method,org.apache.commons.text.CharacterPredicates.(Anon_5).test(int),1,3,0,3,1,1,0,1,1,0,1,2,1,1,1,1,2,1,0,0,0,0,0.00
Public Method,org.apache.commons.text.CharacterPredicates.(Anon_6).test(int),3,3,0,3,1,1,0,2,1,0,1,2,1,1,1,1,2,1,0,0,0,0,0.00
Public Method,org.apache.commons.text.CharacterPredicates.(Anon_7).test(int),4,4,0,4,1,2,0,2,1,0,1,2,1,1,1,1,3,1,0,0,0,0,0.00
Public Method,org.apache.commons.text.CharacterPredicates.valueOf(),0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0.00
Public Method,org.apache.commons.text.CharacterPredicates.values(),0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0.00
Public Method,org.apache.commons.text.CharacterPredicatesTest.testArabicNumerals(),1,9,1,8,1,6,0,4,1,0,6,7,1,6,1,1,1,1,0,0,0,0,0.00
Public Method,org.apache.commons.text.CharacterPredicatesTest.testAsciiAlphaNumerals(),1,15,1,14,1,12,0,4,1,0,12,13,1,12,1,1,1,1,0,0,0,0,0.00
Public Method,org.apache.commons.text.CharacterPredicatesTest.testAsciiLetters(),1,12,1,11,1,9,0,4,1,0,9,10,1,9,1,1,1,1,0,0,0,0,0.00
Public Method,org.apache.commons.text.CharacterPredicatesTest.testAsciiLowercaseLetters(),1,10,1,9,1,7,0,4,1,0,7,8,1,7,1,1,1,1,0,0,0,0,0.00
Public Method,org.apache.commons.text.CharacterPredicatesTest.testAsciiUppercaseLetters(),1,10,1,9,1,7,0,4,1,0,7,8,1,7,1,1,1,1,0,0,0,0,0.00
Public Method,org.apache.commons.text.CharacterPredicatesTest.testDigits(),1,8,1,7,1,5,0,4,1,0,5,6,1,5,1,1,1,1,0,0,0,0,0.00
Public Method,org.apache.commons.text.CharacterPredicatesTest.testLetters(),1,8,1,7,1,5,0,4,1,0,5,6,1,5,1,1,1,1,0,0,0,0,0.00
Public Constructor,"org.apache.commons.text.CompositeFormat.CompositeFormat(Format,Format)",4,11,0,4,1,2,7,3,1,0,2,3,1,2,1,1,1,1,0,0,0,0,1.75
Public Method,"org.apache.commons.text.CompositeFormat.format(Object,StringBuffer,FieldPosition)",5,13,0,4,2,1,9,2,1,0,1,2,1,1,1,1,1,1,0,0,0,0,2.25
Public Method,org.apache.commons.text.CompositeFormat.getFormatter(),2,8,0,3,1,1,5,1,1,0,1,2,1,1,1,1,1,1,0,0,0,0,1.67
Public Method,org.apache.commons.text.CompositeFormat.getParser(),2,8,0,3,1,1,5,1,1,0,1,2,1,1,1,1,1,1,0,0,0,0,1.67
Public Method,"org.apache.commons.text.CompositeFormat.parseObject(String,ParsePosition)",4,13,0,3,1,1,10,2,1,0,1,2,1,1,1,1,1,1,0,0,0,0,3.33
Public Method,org.apache.commons.text.CompositeFormat.reformat(String),2,10,0,3,1,1,7,3,1,0,1,2,1,1,1,1,1,1,0,0,0,0,2.33
Public Method,org.apache.commons.text.CompositeFormatTest.testCompositeFormat(),0,40,8,29,6,21,5,7,1,0,13,18,10,8,1,1,1,1,0,0,0,0,0.17
Public Method,"org.apache.commons.text.CompositeFormatTest.testCompositeFormat.(Anon_1).format(Object,StringBuffer,FieldPosition)",0,3,0,3,0,2,0,2,1,0,1,2,1,1,1,1,1,1,0,0,0,0,0.00
Public Method,"org.apache.commons.text.CompositeFormatTest.testCompositeFormat.(Anon_1).parseObject(String,ParsePosition)",0,3,0,3,0,2,1,1,1,0,1,2,1,1,1,1,1,1,0,0,0,0,0.33
Public Method,"org.apache.commons.text.CompositeFormatTest.testCompositeFormat.(Anon_2).format(Object,StringBuffer,FieldPosition)",0,3,0,3,0,2,1,1,1,0,1,2,1,1,1,1,1,1,0,0,0,0,0.33
Public Method,"org.apache.commons.text.CompositeFormatTest.testCompositeFormat.(Anon_2).parseObject(String,ParsePosition)",0,3,0,3,0,2,0,2,1,0,1,2,1,1,1,1,1,1,0,0,0,0,0.00
Public Method,org.apache.commons.text.CompositeFormatTest.testUsage(),1,8,0,8,5,6,0,6,1,0,6,7,5,2,1,1,1,1,0,0,0,0,0.00
Public Constructor,org.apache.commons.text.ExtendedMessageFormat.ExtendedMessageFormat(String),8,9,0,3,1,1,6,3,1,0,1,2,1,1,1,1,1,1,0,0,0,0,2.00
Public Constructor,"org.apache.commons.text.ExtendedMessageFormat.ExtendedMessageFormat(String,Locale)",4,10,0,3,1,1,7,2,1,0,1,2,1,1,1,1,1,1,0,0,0,0,2.33
Public Constructor,"org.apache.commons.text.ExtendedMessageFormat.ExtendedMessageFormat(String,Locale,Map<String,? extends FormatFactory>)",10,16,0,8,3,4,8,5,1,0,4,5,1,4,1,1,1,1,0,0,0,0,1.00
Public Constructor,"org.apache.commons.text.ExtendedMessageFormat.ExtendedMessageFormat(String,Map<String,? extends FormatFactory>)",15,11,0,4,2,1,7,3,1,0,1,2,1,1,1,1,1,1,0,0,0,0,1.75
Private Method,"org.apache.commons.text.ExtendedMessageFormat.appendQuotedString(String,ParsePosition,StringBuilder)",7,36,2,24,5,18,10,8,6,1,12,16,5,11,5,5,5,3,3,3,2,3,0.42
Public Method,org.apache.commons.text.ExtendedMessageFormat.applyPattern(String),7,74,1,65,14,52,8,29,109,2,38,50,15,35,14,13,14,5,3,3,4,3,0.12
Private Method,org.apache.commons.text.ExtendedMessageFormat.containsElements(Collection<?>),3,16,0,11,1,6,5,2,4,1,3,8,2,6,4,4,5,4,4,4,2,4,0.45
Public Method,org.apache.commons.text.ExtendedMessageFormat.equals(Object),5,25,0,19,2,12,6,4,6,1,7,13,2,11,6,6,6,6,5,5,1,5,0.32
Private Method,org.apache.commons.text.ExtendedMessageFormat.getFormat(String),4,22,0,16,5,11,6,8,5,1,8,12,5,7,4,4,4,3,2,2,2,2,0.38
Private Method,"org.apache.commons.text.ExtendedMessageFormat.getQuotedString(String,ParsePosition)",3,9,0,3,1,1,6,1,1,0,1,2,1,1,1,1,1,1,0,0,0,0,2.00
Public Method,org.apache.commons.text.ExtendedMessageFormat.hashCode(),4,9,0,6,2,4,3,3,1,0,4,5,2,3,1,1,1,1,0,0,0,0,0.50
Private Method,"org.apache.commons.text.ExtendedMessageFormat.insertFormats(String,ArrayList<String>)",7,43,0,34,7,27,9,15,8,1,18,24,7,17,8,6,8,6,6,6,4,6,0.26
Private Method,org.apache.commons.text.ExtendedMessageFormat.next(ParsePosition),6,10,0,4,1,2,6,3,1,0,2,3,1,2,1,1,1,1,0,0,0,0,1.50
Private Method,"org.apache.commons.text.ExtendedMessageFormat.parseFormatDescription(String,ParsePosition)",6,36,0,29,4,24,7,9,6,1,16,20,4,16,6,4,6,6,12,12,3,12,0.24
Private Method,"org.apache.commons.text.ExtendedMessageFormat.readArgumentIndex(String,ParsePosition)",6,41,0,32,5,24,10,15,17,1,16,22,5,17,7,7,11,6,6,6,3,6,0.31
Private Method,"org.apache.commons.text.ExtendedMessageFormat.seekNonWs(String,ParsePosition)",7,14,0,8,3,6,6,6,1,0,5,6,3,3,2,2,3,1,0,0,1,0,0.75
Public Method,"org.apache.commons.text.ExtendedMessageFormat.setFormat(int,Format)",1,11,0,3,1,1,8,1,1,0,1,2,1,1,1,1,1,1,0,0,0,0,2.67
Public Method,"org.apache.commons.text.ExtendedMessageFormat.setFormatByArgumentIndex(int,Format)",1,12,0,4,2,1,8,1,1,0,1,2,1,1,1,1,1,1,0,0,0,0,2.00
Public Method,org.apache.commons.text.ExtendedMessageFormat.setFormats(Format[]),1,10,0,3,1,1,7,1,1,0,1,2,1,1,1,1,1,1,0,0,0,0,2.33
Public Method,org.apache.commons.text.ExtendedMessageFormat.setFormatsByArgumentIndex(Format[]),1,10,0,3,1,1,7,1,1,0,1,2,1,1,1,1,1,1,0,0,0,0,2.33
Public Method,org.apache.commons.text.ExtendedMessageFormat.toPattern(),6,6,0,3,1,1,3,1,1,0,1,2,1,1,1,1,1,1,0,0,0,0,1.00
Public Method,"org.apache.commons.text.ExtendedMessageFormatTest.LowerCaseFormat.format(Object,StringBuffer,FieldPosition)",3,3,0,3,1,1,0,3,1,0,1,2,1,1,1,1,1,1,0,0,0,0,0.00
Public Method,"org.apache.commons.text.ExtendedMessageFormatTest.LowerCaseFormat.parseObject(String,ParsePosition)",0,3,0,3,1,1,0,2,1,0,1,2,1,1,1,1,1,1,0,0,0,0,0.00
Public Method,"org.apache.commons.text.ExtendedMessageFormatTest.LowerCaseFormatFactory.getFormat(String,String,Locale)",1,3,0,3,1,1,0,1,1,0,1,2,1,1,1,1,1,1,0,0,0,0,0.00
Constructor,"org.apache.commons.text.ExtendedMessageFormatTest.OtherExtendedMessageFormat.OtherExtendedMessageFormat(String,Locale,Map<String,? extends FormatFactory>)",4,4,0,4,2,1,0,2,1,0,1,2,1,1,1,1,1,1,0,0,0,0,0.00
Public Method,"org.apache.commons.text.ExtendedMessageFormatTest.OverrideShortDateFormatFactory.getFormat(String,String,Locale)",3,6,0,6,1,4,0,4,1,0,1,2,1,1,3,3,3,1,0,0,0,0,0.00
Public Method,"org.apache.commons.text.ExtendedMessageFormatTest.UpperCaseFormat.format(Object,StringBuffer,FieldPosition)",3,3,0,3,1,1,0,3,1,0,1,2,1,1,1,1,1,1,0,0,0,0,0.00
Public Method,"org.apache.commons.text.ExtendedMessageFormatTest.UpperCaseFormat.parseObject(String,ParsePosition)",0,3,0,3,1,1,0,2,1,0,1,2,1,1,1,1,1,1,0,0,0,0,0.00
Public Method,"org.apache.commons.text.ExtendedMessageFormatTest.UpperCaseFormatFactory.getFormat(String,String,Locale)",1,3,0,3,1,1,0,1,1,0,1,2,1,1,1,1,1,1,0,0,0,0,0.00
Private Method,"org.apache.commons.text.ExtendedMessageFormatTest.checkBuiltInFormat(String,Map<String,?>,Object[],Locale)",4,27,0,18,5,14,9,11,2,0,12,14,4,10,2,2,2,1,1,0,1,0,0.50
Private Method,"org.apache.commons.text.ExtendedMessageFormatTest.checkBuiltInFormat(String,Map<String,?>,Object[],Locale[])",6,14,0,7,2,3,7,1,2,0,2,5,2,3,2,2,2,1,0,0,1,0,1.00
Private Method,"org.apache.commons.text.ExtendedMessageFormatTest.checkBuiltInFormat(String,Object[],Locale[])",6,9,0,3,1,1,6,1,1,0,1,2,1,1,1,1,1,1,0,0,0,0,2.00
Private Method,"org.apache.commons.text.ExtendedMessageFormatTest.createMessageFormat(String,Locale)",5,14,0,8,2,5,6,4,2,0,4,6,2,4,2,2,2,1,0,0,1,0,0.75
Public Method,org.apache.commons.text.ExtendedMessageFormatTest.setUp(),1,4,0,4,1,2,0,1,1,0,2,3,1,2,1,1,1,1,0,0,0,0,0.00
Public Method,org.apache.commons.text.ExtendedMessageFormatTest.testBuiltInChoiceFormat(),0,18,2,13,4,9,3,4,4,1,7,12,6,6,3,3,3,1,0,0,1,0,0.23
Public Method,org.apache.commons.text.ExtendedMessageFormatTest.testBuiltInDateTimeFormat(),1,22,1,18,4,16,3,5,1,0,16,17,4,13,1,1,1,1,0,0,0,0,0.17
Public Method,org.apache.commons.text.ExtendedMessageFormatTest.testBuiltInNumberFormat(),0,12,0,9,3,7,3,3,1,0,7,8,3,5,1,1,1,1,0,0,0,0,0.33
Public Method,org.apache.commons.text.ExtendedMessageFormatTest.testChoiceQuoteJustBeforeBraceEnd_TEXT_106(),1,10,0,6,3,4,4,3,1,0,4,5,3,2,1,1,1,1,0,0,0,0,0.67
Public Method,org.apache.commons.text.ExtendedMessageFormatTest.testCreatesExtendedMessageFormatTakingString(),0,10,1,9,6,5,0,7,1,0,5,6,4,2,1,1,1,1,0,0,0,0,0.00
Public Method,org.apache.commons.text.ExtendedMessageFormatTest.testEmbeddedPatternInChoice(),1,8,0,5,3,3,3,3,1,0,3,4,3,1,1,1,1,1,0,0,0,0,0.60
Public Method,org.apache.commons.text.ExtendedMessageFormatTest.testEqualsHashcode(),2,45,9,27,8,23,11,8,1,0,23,24,6,18,1,1,1,1,0,0,0,0,0.41
Public Method,org.apache.commons.text.ExtendedMessageFormatTest.testEscapedBraces_LANG_948(),1,14,1,8,5,6,5,3,1,0,6,7,5,2,1,1,1,1,0,0,0,0,0.63
Public Method,org.apache.commons.text.ExtendedMessageFormatTest.testEscapedQuote_LANG_477(),1,8,0,5,3,3,3,3,1,0,3,4,3,1,1,1,1,1,0,0,0,0,0.60
Public Method,org.apache.commons.text.ExtendedMessageFormatTest.testExtendedAndBuiltInFormats(),4,42,2,37,13,33,3,28,3,0,30,34,14,20,3,3,3,1,1,0,2,0,0.08
Public Method,org.apache.commons.text.ExtendedMessageFormatTest.testExtendedFormats(),1,13,0,10,3,8,3,4,1,0,8,9,3,6,1,1,1,1,0,0,0,0,0.30
Public Method,org.apache.commons.text.ExtendedMessageFormatTest.testFailsToCreateExtendedMessageFormatTakingTwoArgumentsThrowsIllegalArgumentExceptionFive(),1,5,0,5,1,3,0,2,1,0,2,3,1,2,1,1,1,1,0,0,0,0,0.00
Lambda Method,org.apache.commons.text.ExtendedMessageFormatTest.testFailsToCreateExtendedMessageFormatTakingTwoArgumentsThrowsIllegalArgumentExceptionFive.(lambda_expr_1)(),0,3,0,3,0,2,0,3,1,0,1,1,0,1,1,1,1,1,0,0,0,0,0.00
Public Method,org.apache.commons.text.ExtendedMessageFormatTest.testFailsToCreateExtendedMessageFormatTakingTwoArgumentsThrowsIllegalArgumentExceptionFour(),1,5,0,5,1,3,0,2,1,0,2,3,1,2,1,1,1,1,0,0,0,0,0.00
Lambda Method,org.apache.commons.text.ExtendedMessageFormatTest.testFailsToCreateExtendedMessageFormatTakingTwoArgumentsThrowsIllegalArgumentExceptionFour.(lambda_expr_1)(),0,3,0,3,0,2,0,3,1,0,1,1,0,1,1,1,1,1,0,0,0,0,0.00
Public Method,org.apache.commons.text.ExtendedMessageFormatTest.testFailsToCreateExtendedMessageFormatTakingTwoArgumentsThrowsIllegalArgumentExceptionOne(),1,5,0,5,1,3,0,2,1,0,2,3,1,2,1,1,1,1,0,0,0,0,0.00
Lambda Method,org.apache.commons.text.ExtendedMessageFormatTest.testFailsToCreateExtendedMessageFormatTakingTwoArgumentsThrowsIllegalArgumentExceptionOne.(lambda_expr_1)(),0,3,0,3,0,2,0,3,1,0,1,1,0,1,1,1,1,1,0,0,0,0,0.00
Public Method,org.apache.commons.text.ExtendedMessageFormatTest.testFailsToCreateExtendedMessageFormatTakingTwoArgumentsThrowsIllegalArgumentExceptionThree(),1,5,0,5,1,3,0,2,1,0,2,3,1,2,1,1,1,1,0,0,0,0,0.00
Lambda Method,org.apache.commons.text.ExtendedMessageFormatTest.testFailsToCreateExtendedMessageFormatTakingTwoArgumentsThrowsIllegalArgumentExceptionThree.(lambda_expr_1)(),0,3,0,3,0,2,0,3,1,0,1,1,0,1,1,1,1,1,0,0,0,0,0.00
Public Method,org.apache.commons.text.ExtendedMessageFormatTest.testFailsToCreateExtendedMessageFormatTakingTwoArgumentsThrowsIllegalArgumentExceptionTwo(),1,5,0,5,1,3,0,2,1,0,2,3,1,2,1,1,1,1,0,0,0,0,0.00
Lambda Method,org.apache.commons.text.ExtendedMessageFormatTest.testFailsToCreateExtendedMessageFormatTakingTwoArgumentsThrowsIllegalArgumentExceptionTwo.(lambda_expr_1)(),0,3,0,3,0,2,0,3,1,0,1,1,0,1,1,1,1,1,0,0,0,0,0.00
Public Method,org.apache.commons.text.ExtendedMessageFormatTest.testOverriddenBuiltinFormat(),2,25,2,21,10,17,2,11,2,0,18,20,10,10,3,3,3,1,0,0,1,0,0.10
Public Method,org.apache.commons.text.ExtendedMessageFormatTest.testSetFormatByArgumentIndexIsUnsupported(),1,6,0,6,2,4,0,2,1,0,3,4,2,2,1,1,1,1,0,0,0,0,0.00
Lambda Method,org.apache.commons.text.ExtendedMessageFormatTest.testSetFormatByArgumentIndexIsUnsupported.(lambda_expr_1)(),0,4,0,4,1,3,0,3,1,0,2,2,1,1,1,1,1,1,0,0,0,0,0.00
Public Method,org.apache.commons.text.ExtendedMessageFormatTest.testSetFormatIsUnsupported(),1,6,0,6,2,4,0,2,1,0,3,4,2,2,1,1,1,1,0,0,0,0,0.00
Lambda Method,org.apache.commons.text.ExtendedMessageFormatTest.testSetFormatIsUnsupported.(lambda_expr_1)(),0,4,0,4,1,3,0,3,1,0,2,2,1,1,1,1,1,1,0,0,0,0,0.00
Public Method,org.apache.commons.text.ExtendedMessageFormatTest.testSetFormatsByArgumentIndex(),1,6,0,6,2,4,0,2,1,0,3,4,2,2,1,1,1,1,0,0,0,0,0.00
Lambda Method,org.apache.commons.text.ExtendedMessageFormatTest.testSetFormatsByArgumentIndex.(lambda_expr_1)(),0,4,0,4,1,3,0,3,1,0,2,2,1,1,1,1,1,1,0,0,0,0,0.00
Public Method,org.apache.commons.text.ExtendedMessageFormatTest.testSetFormatsIsUnsupported(),1,6,0,6,2,4,0,2,1,0,3,4,2,2,1,1,1,1,0,0,0,0,0.00
Lambda Method,org.apache.commons.text.ExtendedMessageFormatTest.testSetFormatsIsUnsupported.(lambda_expr_1)(),0,4,0,4,1,3,0,3,1,0,2,2,1,1,1,1,1,1,0,0,0,0,0.00
Abstract Method,"org.apache.commons.text.FormatFactory.getFormat(String,String,Locale)",1,11,0,1,1,0,10,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,10.00
